period_id,fort_id,start_year,end_year,period_type,period_notes,period_order,name_primary,state_territory
3222,2822,1942,1946,,,0,Aleutian Islands Defenses,AK
3195,2798,1940,1945,,,0,Annette Island Post,AK
3185,2788,1942,1945,,,0,Bethel Post,AK
3166,2770,1942,1945,,,0,Big Delta Post,AK
3187,2790,1919,1926,,,0,Camp Anchorage,AK
3167,2771,1898,1900,,,0,Camp Circle City,AK
3208,2809,1898,1899,,,0,Camp Dyea,AK
3173,2776,1942,1945,,,0,Camp Nenana,AK
3172,2775,1899,1901,,,0,Camp Rampart,AK
3207,2808,1898,1904,,,0,Camp Skagway,AK
3204,2805,1907,,,,0,Camp Treadwell,AK
3160,2764,1942,1968,,,0,Camp Valdez,AK
3191,2794,1858,,,,0,Coal Harbor Post,AK
3157,2761,1942,1946,,,0,Cordova Post,AK
3206,2807,1942,1946,,,0,Excursion Inlet Post,AK
3175,2778,1868,,,,0,Fort Adams,AK
3192,2795,1785,,,,0,Fort Alexander (1),AK
3213,2814,1818,,,,0,Fort Alexander (2),AK
3184,2787,1853,1867,,,0,Fort Andreavsky,AK
3163,2767,,,,Unparsed: unknown - 1848,0,Fort Batzulnetas,AK
3159,2763,1792,,,,0,Fort Constantine,AK
3180,2783,1885,1886,,,0,Fort Cosmos,AK
3182,2785,1900,1919,,,0,Fort Davis,AK
3218,2819,1833,,,,0,Fort Delarof,AK
3158,2762,1787,,,,0,Fort Etches,AK
3174,2777,1899,1923,,,0,Fort Gibbon,AK
3171,2774,1899,,,,0,Fort Hamlin,AK
3215,2816,,,,Unparsed: unknown dates,0,Fort Jensen,AK
3189,2792,1869,1870,,,0,Fort Kenay,AK
3179,2782,1866,,,,0,Fort Kennicott,AK
3211,2812,1868,1870,,,0,Fort Kodiak,AK
3202,2803,1867,,,,0,Fort Koutznou,AK
3161,2765,1900,1922,,,0,Fort Liscum,AK
3216,2817,1942,1946,,,0,Fort Morrow,AK
3181,2784,1883,1884,,,0,Fort Morton,AK
3178,2781,1838,1851,,,0,Fort Nulato,AK
3219,2820,1942,1946,,,0,Fort Randall,AK
3193,2796,1792,,,,0,Fort Resurrection,AK
3190,2793,1786,,,,0,Fort St. George,AK
3200,2801,1840,1849,,,0,Fort Stikine,AK
3214,2815,1830,,,,0,Fort Suvarov,AK
3203,2804,1840,1843,,,0,Fort Taku,AK
3194,2797,1868,1870,,,0,Fort Tongass,AK
3197,2800,1868,1870,,,0,Fort Wrangel,AK
3198,2800,1874,1877,,,1,Fort Wrangel,AK
3199,2800,1898,1900,,,2,Fort Wrangel,AK
3169,2773,1847,1869,,,0,Fort Yukon,AK
3170,2773,1897,1898,,,1,Fort Yukon,AK
3177,2780,1942,1945,,,0,Galena Post,AK
3162,2766,1942,1945,,,0,Gulkana Post,AK
3205,2806,1942,1945,,,0,Juneau Post,AK
3212,2813,1786,,,,0,Karluk Post,AK
3186,2789,1942,1945,,,0,McGrath Post,AK
3183,2786,1941,1946,,,0,Nome Post,AK
3164,2768,1942,1945,,,0,Northway Post,AK
3176,2779,1868,,,,0,Nukluroyit Station,AK
3201,2802,,,,Unparsed: unknown - 1852,0,Ozerskoye Redoubt,AK
3217,2818,1942,1946,,,0,Popof Island Post,AK
3196,2799,1896,,,,0,Portland Inlet Depot,AK
3168,2772,1869,1891,,,0,Rampart House,AK
3220,2821,1869,1870,,,0,St. Paul Island Post,AK
3221,2821,1942,1945,,,1,St. Paul Island Post,AK
3165,2769,1942,1945,,,0,Tanacross Post,AK
3188,2791,1942,1945,,,0,Whittier Post,AK
3209,2810,1796,,,,0,Yakutat Bay Fort,AK
3210,2811,1940,1946,,,0,Yakutat Post,AK
208,6,1813,,,,0,(Wyche ?) Cato's Fort,AL
231,29,1814,,,,0,1814 Blockhouse,AL
210,8,1813,,,,0,Abner Turner's Fort,AL
224,22,1816,,,,0,Alexander Autrey's Fort,AL
235,33,1689,1691,,,0,Apalachicola Fort,AL
258,55,1862,1864,,,0,Camp Anderson,AL
236,34,1836,,,,0,Camp Balaam,AL
292,87,1813,1814,,,0,Camp Beaty,AL
287,82,1838,,,,0,Camp Bellefonte,AL
293,88,1813,1814,,,0,Camp Carroll,AL
298,93,1813,1814,,,0,Camp Coffee,AL
248,46,1794,,,,0,Camp Defiance,AL
249,46,1814,,,,1,Camp Defiance,AL
274,69,1898,,,,0,Camp Falkner,AL
263,59,1861,,,,0,Camp Garnett,AL
302,97,1865,,,,0,Camp Gravelly Springs,AL
230,28,1860,,,,0,Camp Hardaway,AL
254,51,1898,,,,0,Camp Hilary A. Herbert,AL
265,61,1814,,,,0,Camp Lance,AL
264,60,1814,1815,,,0,Camp Mandeville,AL
245,43,1836,,,,0,Camp McClenden,AL
296,91,1888,1898,,,0,Camp Monte Sano,AL
267,63,1861,,,,0,Camp Moore,AL
225,23,1862,1865,,,0,Camp Pollard,AL
280,75,1898,1899,,,0,Camp Shipp,AL
295,90,1862,,,,0,Camp Taylor,AL
246,44,1862,1863,,,0,Camp Watts,AL
297,92,1898,1899,,,0,Camp Wheeler,AL
275,70,1862,1865,,,0,Camp Winn,AL
257,54,1862,1864,,,0,Camp Withers,AL
288,83,1864,1865,,,0,Camp at Scottsboro,AL
214,12,1817,1820,,,0,Cantonment Montpelier,AL
303,98,1803,1805,,,0,Cantonment on the Tennessee River,AL
305,100,1861,1862,,,0,Chickasaw Battery,AL
304,99,1825,1837,,,0,Chickasaw Indian Agency,AL
283,78,1862,1865,,,0,Civil War Defenses of Bridgeport,AL
238,36,1863,1865,,,0,"Civil War Defenses of Columbus, GA",AL
252,49,1865,,,,0,Civil War Defenses of Montgomery,AL
255,52,1862,1865,,,0,Civil War Defenses of Selma,AL
285,80,1861,1865,,,0,Civil War Defenses of Stevenson,AL
276,71,1865,,,,0,Coosa River Fort,AL
286,81,1864,1865,,,0,Crow Creek Blockhouses,AL
206,4,1813,,,,0,Curry's Fort,AL
299,94,1862,1865,,,0,Decatur Fort,AL
211,9,1813,,,,0,Easley's Fort,AL
301,96,1863,,,,0,Florence Earthworks,AL
278,73,1813,,,,0,Fort (Alexander) Leslie,AL
223,21,1817,,,,0,Fort (John) Bell,AL
244,42,1814,,,,0,Fort Bainbridge,AL
227,25,1818,,,,0,Fort Bibb,AL
291,86,1861,,,,0,Fort Bluff,AL
260,57,1806,,,,0,Fort Bowyer,AL
261,57,1813,1816,,,1,Fort Bowyer,AL
233,31,1836,,,,0,Fort Browder,AL
222,20,1817,,,,0,Fort Burnt Corn,AL
279,74,1813,,,,0,Fort Chinnabee,AL
217,15,1813,1814,,,0,Fort Claiborne,AL
234,32,1836,,,,0,Fort Coffee,AL
226,24,1817,1819,,,0,Fort Crawford,AL
239,37,1836,,,,0,Fort Cusseta,AL
229,27,1818,,,,0,Fort Dale,AL
250,47,1814,1815,,,0,Fort Decatur,AL
232,30,1836,,,,0,Fort Eufaula,AL
300,95,1812,1813,,,0,Fort Hawkins,AL
247,45,1813,1814,,,0,Fort Hull,AL
237,35,1836,,,,0,Fort Ingersoll,AL
240,38,1865,,,,0,Fort Jones,AL
273,68,1813,,,,0,Fort Jonesborough,AL
282,77,1838,,,,0,Fort Lovell,AL
218,16,1813,,,,0,Fort Madison,AL
241,39,1865,,,,0,Fort McCrary,AL
213,11,1814,1818,,,0,Fort Montgomery,AL
289,84,1838,,,,0,Fort Morrow,AL
243,41,1865,,,,0,Fort Opelika,AL
262,58,1861,1864,,,0,Fort Powell,AL
259,56,1559,1560,,,0,Fort Serof,AL
203,1,1799,1814,,,0,Fort Stoddert,AL
215,13,1862,1865,,,0,Fort Stonewall,AL
281,76,1813,1814,,,0,Fort Strother,AL
277,72,1814,,,,0,Fort Williams,AL
272,67,1862,,,,0,Gainesville CSA Arsenal and Ordnance Depot,AL
290,85,1863,,,,0,Gunter's Landing Cantonment,AL
294,89,1862,1865,,,0,Huntsville Fort,AL
204,2,1813,,,,0,James Powell's Fort,AL
205,3,1813,,,,0,Josiah Carney's Fort,AL
220,18,1813,,,,0,Landrum's Fort,AL
219,17,1813,,,,0,Lawson Lavier's Fort,AL
256,53,1400,1540,,,0,Mabila,AL
207,5,1813,,,,0,McGrew's Fort,AL
266,62,1860,,,,0,Mobile CSA Arsenal and Ordnance Depot,AL
253,50,1861,1865,,,0,Montgomery CSA Arsenal and Ordnance Depot,AL
242,40,1735,1740,,,0,Okfuskee Fort,AL
269,65,1780,,,,0,Old Spanish Fort,AL
270,65,1864,1865,,,1,Old Spanish Fort,AL
212,10,1813,,,,0,Peirce's Mill Fort,AL
271,66,1813,,,,0,Post at Kennedy's Mills,AL
209,7,1813,,,,0,Rankin's Fort,AL
216,14,1560,,,,0,Santa Cruz de Nanipacana,AL
268,64,1898,,,,0,Spanish-American War Camps of Mobile,AL
251,48,1864,1865,,,0,Tallassee CSA Armory,AL
228,26,1818,,,,0,Thomas Gary's Fort,AL
221,19,1813,,,,0,White's Fort,AL
284,79,1864,1865,,,0,Widow's Creek Blockhouse,AL
3254,2853,1542,1543,,,0,Aminoya,AR
3230,2829,1862,1863,,,0,Arkadelphia CSA Ordnance Works,AR
3233,2832,1862,,,,0,Camp Babcock,AR
3227,2826,1862,1863,,,0,Camp Bragg,AR
3237,2836,1862,,,,0,Camp Carr,AR
3241,2840,1861,,,,0,Camp Culloden,AR
3249,2848,1898,,,,0,Camp Dodge,AR
3242,2841,1861,1862,,,0,Camp Hardee,AR
3235,2834,1862,,,,0,Camp Marmaduke,AR
3246,2845,1860,,,,0,Camp McIntosh,AR
3251,2850,1863,1869,,,0,Camp Pine Bluff,AR
3234,2833,1861,1862,,,0,Camp Reagan,AR
3243,2842,1860,,,,0,Camp Shelby,AR
3244,2843,1864,,,,0,Camp Steele,AR
3239,2838,1861,1863,,,0,Camp Stephens,AR
3240,2839,1861,1862,,,0,Camp Van Winkle,AR
3232,2831,1862,,,,0,Camp Vine Prairie,AR
3236,2835,1861,,,,0,Camp Walker,AR
3223,2823,1860,,,,0,Camp White Oak Shoals,AR
3238,2837,1862,,,,0,Camp at McKissick's Spring,AR
3224,2824,1821,1825,,,0,Cantonment Taylor,AR
3229,2828,1862,1865,,,0,Civil War Defenses of Camden,AR
3250,2849,1863,,,,0,Civil War Defenses of Little Rock,AR
3231,2830,1863,1865,,,0,Civil War Defenses of the City of Fort Smith,AR
3247,2846,1864,1865,,,0,Dardanelle Stockade,AR
3228,2827,1780,,,,0,Fabre's Trading Post,AR
3245,2844,,,,Unparsed: unknown dates,0,Fort Douglas,AR
3256,2855,1797,1803,,,0,Fort Esperanza,AR
3258,2857,1861,1862,,,0,Fort Osceola,AR
3257,2856,1862,,,,0,Fort Rector,AR
3255,2854,1738,1740,,,0,Fort St. Francis,AR
3248,2847,1863,,,,0,Fort Steele,AR
3252,2851,1542,,,,0,Guachoya,AR
3225,2825,1718,,,,0,Post at Cado de Kious,AR
3226,2825,1719,,,,1,Post at Cado de Kious,AR
3253,2852,1862,,,,0,St. Charles Battery,AR
3259,2858,1941,1944,,,0,"A
MERICAN 
 
S
AMOA




Blunts Battery
 |

Breakers Battery
 |

Fita Fita Barracks
 |

Matautu Ridge Battery


Poloa Beach
 |

Tutuila Naval Station




AMERICAN SAMOA VISITORS BUREAU


NATIONAL PARK OF AMERICAN SAMOA


Last Update: 13/DECEMBER/2014




Compiled by Pete Payette - ©2014 American Forts Network


Tutuila Island


¤ 
HARBOR DEFENSES of 
PAGO PAGO
 


¤ Blunts Battery",AS
3262,2861,1908,,,,0,Fita Fita Barracks,AS
3263,2862,1942,1945,,,0,Poloa Beach Defenses,AS
3261,2860,1900,1951,,,0,"Tutuila Naval Base Historic District
)",AS
3260,2859,1917,,,,0,"Two guns are still located here in situ on Matautu Ridge, the upper gun 50 feet above the lower gun.  The lower gun is restored and is currently a public park, and the upper gun is private property.  Both guns are 6-inch naval guns in concrete emplacements that were manned by the U.S. Marines.  Blunts Point is also known as Tulutulu Point.  Tours can be arranged by the National Park Service.



Nearby was 
Matautu Ridge Battery",AS
307,102,1910,1945,,,0,"Active British coast defenses on Bermuda during WWII included only four six-inch guns, two located at 
St. David's Battery",AT
309,104,1867,1920,,,0,Alexandra Battery,AT
334,129,1878,1909,,,0,Apostles Battery,AT
327,122,1780,,,,0,"Bahamas National Trust
), a colonial era plantation, where Spanish guns have recently been found, suggesting use as a fortification at one time",AT
360,153,1878,1890,,,0,"Barbados
 - Fort Charles",AT
354,147,1941,1949,,,0,"British Guiana
)",AT
346,140,1796,,,,0,"Castries
, and also manned several British 3-inch and 4-inch naval guns at British 
Fort Charlotte",AT
320,115,1615,,,,0,"Cavendish Fort
)",AT
310,105,1615,,,,0,Charles' Fort,AT
347,141,1764,,,,0,Citadelle du Morne Fortune,AT
348,142,1804,1889,,,0,"Colonial era forts include British 
Fort George",AT
314,109,1620,,,,0,Devonshire Redoubt,AT
328,123,1917,1919,,,0,"Eleuthera Island
), and was later administered by the colony of South Carolina after 1670, not becoming a separate royal colony until 1718.  Exiled American Loyalists from the Carolinas settled the colony in 1783.  British troops left in 1838, but returned in 1861 during the American Civil War.  After 1870 the military garrison was reduced to 80 men until finally withdrawn in 1891.  The Bahamas gained self-rule in 1967, and full independence in 1973.


Historic Forts of Nassau
 from Bahamas Dept. of Archives


Historic Photos
 from Old Bahamas.com



Modern defenses included one 4.7-inch QF gun that was emplaced by the British Royal Marines at Fort Charlotte during WWI",AT
324,119,1650,,,,0,"Fair American
 and the 
Experiment
) raided the Western Harbour in Sandys Parish and attacked 
Wreck Hill Fort",AT
352,146,1635,,,,0,Fort Amsterdam,AT
353,146,1769,,,,1,Fort Amsterdam,AT
333,128,1938,1946,,,0,Fort Augusta,AT
359,152,1840,,,,0,Fort Bedford,AT
343,137,1704,,,,0,Fort Berkeley,AT
342,136,1781,1825,,,0,"Fort George
 on Monks Hill above 
Falmouth
; 
Fort William
 on Lynch Point in Willoughby Bay; 
Fort Charles
 at Falmouth Harbour; Blockhouse Hill on Cape Shirley; 
Fort Shirley",AT
358,151,1830,,,,0,Fort Hayes,AT
355,148,1734,,,,0,Fort Nieuw Amsterdam,AT
332,127,1908,1946,,,0,Fort Nugent,AT
326,121,1790,,,,0,"Fort Winton
"")",AT
306,101,1951,,,,0,"Fredericksdaal
) in 1943 on the southwest coast.  The Danish Navy took it over in 1951.



The U.S. Military / NATO still maintains a presence at 
Thule Air Base",AT
317,112,1612,,,,0,Governor's Island Battery,AT
311,106,1612,,,,0,Gurnetts Head Battery,AT
349,143,1796,,,,0,"History of Aruba in WWII
 from Historia di Aruba


The Defense of Aruba in WWII
 by Dan Jensen



Aruba is a separate Dutch colony from the rest of the Netherlands Antilles.  The old Dutch 
Fort Zoutman",AT
350,144,1868,,,,0,King Willem III Tower,AT
329,124,1887,1946,,,0,"Modern British defenses included:  
Fort Clarence",AT
361,154,1890,,,,0,Modern French defenses,AT
335,130,1729,,,,0,"Montego Bay
; 
Fort George",AT
313,108,1614,,,,0,Moore's Fort,AT
339,134,,1916,,Ambiguous: 1857/1916,0,"Navassa Island National Wildlife Refuge
)",AT
336,131,1656,,,,0,"Navy Island
 in 
Port Antonio
;  
Fort Charlotte
 in 
Lucea
; 
Fort William
 near 
Petersfield
; 
Cornwall Barracks
 near 
Moore Town
; 
Fort George
 on the Pencar River near 
Annotto Bay
; 
Fort Stewart
 on the Dry River near 
Annotto Bay
; 
Fort George
 near 
Bensonton
; 
Fort Charles",AT
340,135,1706,,,,0,"Older colonial era forts include British 
Fort James",AT
341,135,1739,,,,1,"Older colonial era forts include British 
Fort James",AT
325,120,1687,,,,0,"Other colonial era forts on New Providence Island included 
Charles Town Fort",AT
319,114,1612,,,,0,Paget's Fort,AT
356,149,1651,,,,0,"Paramaribo
 in 1943.



The local Dutch defense force had a 200-man garrison posted at 
Fort Zeelandia",AT
357,150,1748,,,,0,"Paramaribo
.  Located at the old Dutch 
Purmerend Redoubt",AT
337,132,1670,,,,0,"Passage Fort
 in 
Portmore
; and 
Colbeck Castle",AT
316,111,1615,,,,0,Pembroke's Fort,AT
323,118,1613,,,,0,"Rich's Mount
)",AT
331,126,1878,1946,,,0,"Rocky Point Battery
)",AT
322,117,1613,,,,0,"Sandys Fort
)",AT
318,113,1613,,,,0,"Sea Venture
.  Replaced by Smith's Fort.


Smith's Fort",AT
312,107,1613,,,,0,"Sea Venture
.  Replaced by the King's Castle.


King's Castle",AT
338,133,1509,,,,0,Sevilla Nueva,AT
315,110,1620,,,,0,Southampton Fort,AT
344,138,1750,,,,0,"St. John's
 is the Museum of Antigua and Barbuda located in the Old Court House",AT
345,139,1797,,,,0,"The U.S. Navy built a naval air station on Gros Islet Bay on the north-end of the island, near the old British 
Fort Rodney",AT
330,125,1878,1905,,,0,Victoria Battery,AT
308,103,1940,1956,,,0,Warwick Camp,AT
321,116,1613,,,,0,"Warwick Castle
)",AT
351,145,1797,,,,0,"Willemsted
 near 
St. Michiel
.  Twelve 37mm AA guns were emplaced all around the Shottegat Channel into Willemsted Harbor.  One of those guns was emplaced at 
Fort Nassau",AT
3278,2875,1886,,,,0,Camp (Emmett) Crawford,AZ
3292,2889,1910,,,,0,Camp Ajo,AZ
3288,2885,1910,,,,0,Camp Arivaca Junction,AZ
3282,2879,1910,,,,0,Camp Benson,AZ
3280,2877,1910,,,,0,Camp Bisbee,AZ
3291,2888,1864,,,,0,Camp Blue Water Station,AZ
3264,2863,1910,,,,0,Camp Brodie,AZ
3287,2884,1863,,,,0,Camp Casa Blanco,AZ
3285,2882,1911,,,,0,Camp Christianson Ranch,AZ
3277,2874,1862,,,,0,Camp Cienega de Sáuz,AZ
3270,2869,1910,,,,0,Camp Cochise,AZ
3283,2880,1910,,,,0,Camp Cook's Ranch,AZ
3271,2870,1910,,,,0,Camp Don Luis,AZ
3269,2868,1910,,,,0,Camp Globe,AZ
3265,2864,1910,,,,0,Camp Granite Reef Dam,AZ
3293,2890,1862,,,,0,Camp Halleck,AZ
3279,2876,1910,1933,,,0,Camp Harry J. Jones,AZ
3284,2881,1910,,,,0,Camp Lochiel,AZ
3272,2871,1885,1886,,,0,Camp Mescal Springs,AZ
3268,2867,1910,,,,0,Camp Miami,AZ
3290,2887,1910,,,,0,Camp Ray,AZ
3267,2866,1910,,,,0,Camp Roosevelt Dam,AZ
3275,2873,1856,,,,0,Camp San Simon,AZ
3276,2873,1862,,,,1,Camp San Simon,AZ
3294,2891,1910,,,,0,Camp Somerton,AZ
3286,2883,1910,1933,,,0,Camp Stephen D. Little,AZ
3281,2878,1866,1869,,,0,Camp Wallen,AZ
3289,2886,1862,,,,0,Fort Cañada del Oro,AZ
3266,2865,1872,,,,0,Fort Saw Mill,AZ
3273,2872,1886,,,,0,U.S. Army Heliograph Stations,AZ
3274,2872,1889,1890,,,1,U.S. Army Heliograph Stations,AZ
3295,2892,1865,,,,0,Antelope Creek Post,CA
3308,2905,1859,1860,,,0,Camp Bitter Springs,CA
3311,2908,1942,1944,,,0,Camp Inglewood,CA
3307,2904,1942,1944,,,0,Camp Sebastopol,CA
3296,2893,1864,,,,0,Camp in Bear Valley,CA
3315,2912,1953,1957,,,0,Cold War AAA Defenses of Los Angeles,CA
3305,2902,1951,1959,,,0,Cold War AAA Defenses of San Francisco,CA
3318,2915,1942,1944,,,0,Eureka Camp,CA
3319,2916,1881,1935,,,0,Fort Goff,CA
3317,2914,1850,,,,0,Fort Shasta,CA
3303,2900,1862,,,,0,Lone Pine Post,CA
3313,2910,1942,1944,,,0,Long Beach Camp,CA
3301,2898,1942,1944,,,0,Monterey Bay WWII Defenses,CA
3302,2899,1942,1945,,,0,Morro Bay Battery,CA
3310,2907,1862,,,,0,New Camp Carleton,CA
3298,2895,1942,1944,,,0,Palo Alto Camp,CA
3309,2906,1858,,,,0,Post at San Pedro,CA
3306,2903,1942,1944,,,0,San Mateo Coast WWII Shore Defenses,CA
3300,2897,,,,Unparsed: various dates,0,Santa Cruz State Training Camps,CA
3297,2894,,,,Unparsed: various dates,0,Stockton State Training Camps,CA
3299,2896,1942,1944,,,0,Sunnyvale Camp,CA
3314,2911,1942,1944,,,0,WWII AA Defenses of Los Angeles,CA
3316,2913,1942,1944,,,0,WWII AA Defenses of San Diego,CA
3304,2901,1942,1944,,,0,WWII AA Defenses of San Francisco Bay,CA
3312,2909,1942,1944,,,0,Wilmington Camp,CA
3363,2957,1862,1864,,,0,Beaubois Fort,CO
3354,2948,1864,,,,0,Camp Baxter,CO
3369,2963,1904,,,,0,Camp Berwind,CO
3370,2963,1913,,,,1,Camp Berwind,CO
3324,2921,1857,,,,0,Camp Buchanan,CO
3356,2950,1863,1867,,,0,Camp Fillmore,CO
3373,2966,1936,,,,0,Camp Johnson,CO
3351,2945,1903,1904,,,0,Camp Libby,CO
3371,2964,1913,,,,0,Camp Ludlow,CO
3350,2944,1869,,,,0,Camp Monument Dell,CO
3349,2943,1910,,,,0,Camp Palmer Lake,CO
3330,2927,1900,,,,0,Camp Peabody,CO
3336,2932,1867,,,,0,Camp Rose,CO
3337,2932,1873,,,,1,Camp Rose,CO
3338,2932,1880,,,,2,Camp Rose,CO
3359,2953,1862,,,,0,Camp Ross,CO
3329,2926,1858,,,,0,Camp Spooner,CO
3372,2965,1904,,,,0,Camp Starkville,CO
3341,2935,1873,,,,0,Camp Starvation,CO
3342,2936,1903,1904,,,0,Camp Telluride,CO
3361,2955,1863,,,,0,Camp Thompson,CO
3328,2925,1864,,,,0,Camp at Boulder,CO
3345,2939,1863,,,,0,Camp at Hot Sulphur Springs,CO
3326,2923,1864,,,,0,Camp on Kiowa Creek,CO
3360,2954,1898,1908,,,0,Fort Amity,CO
3344,2938,1879,,,,0,Fort Arnett,CO
3362,2956,1858,1870,,,0,Fort Big Spring,CO
3343,2937,1880,1890,,,0,Fort Crawford,CO
3358,2952,,,,Unparsed: late 1830's,0,Fort El Puebla,CO
3340,2934,1879,1880,,,0,Fort Flagler,CO
3366,2960,1862,1866,,,0,Fort Francisco,CO
3325,2922,,,,Unparsed: late 1830's - 1854 ?,0,Fort Gerry,CO
3352,2946,,,,Unparsed: late 1830's,0,Fort Maurice,CO
3327,2924,1861,,,,0,Fort Pella,CO
3368,2962,1866,,,,0,Fort Stevens,CO
3364,2958,1820,1821,,,0,Fort Talpa,CO
3355,2949,,,,Unparsed: early 1860's,0,Fort Tilla,CO
3365,2959,1819,1820,,,0,Fort at Sangre de Cristo Pass,CO
3347,2941,,,,Unparsed: no date,0,Fortification,CO
3332,2929,1864,,,,0,Franktown Stockade,CO
3333,2929,1872,,,,1,Franktown Stockade,CO
3346,2940,1845,,,,0,Frémont Lookout Fortification,CO
3339,2933,,,,Unparsed: unknown dates,0,I.M. Ranch Mountain Fort,CO
3353,2947,1832,1834,,,0,John Gantt's Fort,CO
3320,2917,1860,,,,0,Lillian Springs Ranche,CO
3323,2920,1860,,,,0,Little Antelope Fort,CO
3331,2928,1864,,,,0,Parker Stockade,CO
3334,2930,1865,,,,0,Post at Bijou Basin,CO
3335,2931,1863,,,,0,Post at Los Conejos,CO
3348,2942,1868,,,,0,Quick Ranch Fort,CO
3321,2918,1860,,,,0,Riverside Station,CO
3322,2919,1875,,,,0,South Platte Fort,CO
3357,2951,1863,1864,,,0,Spring Bottom Station,CO
3367,2961,1870,,,,0,Tom Sharp's Trading Fort / Post,CO
395,185,1687,,,,0,Berlin Stockade,CT
369,160,1644,,,,0,Branford Blockhouse,CT
377,167,1898,1899,,,0,Bridgeport Batteries,CT
370,161,1640,,,,0,Bryan's Fort,CT
382,172,1912,,,,0,Camp Danbury,CT
386,176,1862,,,,0,Camp Dutton,CT
393,183,1675,,,,0,Capt. Andrew Belcher's Fort,CT
362,155,1675,,,,0,Capt. John Denison's Fort,CT
376,166,1636,,,,0,Cupheag Plantation,CT
400,190,,,,Unparsed: unknown dates,0,Enfield Stockade,CT
378,168,1812,,,,0,Fort Defense,CT
380,170,1860,,,,0,Fort Molly Rocks,CT
366,157,1813,1815,,,0,Fort Rachel,CT
381,171,1781,1783,,,0,Fort Stamford,CT
391,181,1770,,,,0,Fort Waterbury,CT
389,179,1700,,,,0,Fort Woodruff,CT
398,188,,,,Unparsed: unknown dates,0,Granby Blockhouse,CT
368,159,1632,1635,,,0,Kievet's Hook Trade Post,CT
385,175,1720,1740,,,0,Litchfield Forts,CT
363,156,1775,,,,0,Long Point Fort,CT
364,156,1811,1814,,,1,Long Point Fort,CT
365,156,1898,1899,,,2,Long Point Fort,CT
387,177,1744,,,,0,Lyman's Fort,CT
401,191,1704,,,,0,Mansfield Forts,CT
394,184,1632,,,,0,Mattabeseck Trading Post,CT
373,164,1645,,,,0,Milford Forts,CT
374,164,1700,,,,1,Milford Forts,CT
372,163,1860,,,,0,New Haven Civil War Camps,CT
371,162,1775,,,,0,New Haven Powder House,CT
379,169,1640,,,,0,Norwalk Blockhouse,CT
367,158,1775,,,,0,Norwich Powder House,CT
375,165,1632,,,,0,Red Dunes Fort,CT
383,173,,,,Unparsed: unknown dates,0,Roxbury Forts,CT
402,192,,,,Unparsed: unknown dates,0,Sabin's Stockade,CT
384,174,1746,,,,0,Salisbury Forts,CT
399,189,1708,,,,0,Shaw's Fort,CT
397,187,1675,1700,,,0,Simsbury Stockade,CT
390,180,,,,Unparsed: unknown dates,0,Southington Forts,CT
388,178,,,,Unparsed: unknown dates,0,Town Hill Fort,CT
392,182,1689,,,,0,Wallingford Fort,CT
396,186,1635,,,,0,Wethersfield Fort,CT
403,193,1630,,,,0,Woodstock Fort,CT
404,193,1675,,,,1,Woodstock Fort,CT
406,195,1941,1995,,,0,Fort Gulick,CZ
405,194,1941,1998,,,0,Rodman Marine Barracks,CZ
411,200,1917,1919,,,0,Camp Leach,DC
412,201,1917,1919,,,0,Camp Meigs,DC
410,199,1898,,,,0,Camp at the Soldiers' Home,DC
413,202,1952,1956,,,0,Cold War AAA Defenses of Washington,DC
409,198,1861,,,,0,Fort Greenhow,DC
408,197,1790,,,,0,Georgetown Fort,DC
407,196,1690,,,,0,Rock Creek Fort,DC
421,210,1861,,,,0,Camp Andrews,DE
426,215,1860,,,,0,Camp Fisher,DE
427,216,1941,1944,,,0,Camp Georgetown,DE
420,209,1916,,,,0,Camp Townsend,DE
424,213,1898,,,,0,Camp Tunnell,DE
425,214,1777,1778,,,0,Cheney Clow's Fort,DE
423,212,1814,,,,0,Delaware City Battery,DE
422,211,1684,1686,,,0,Fort Ogleton,DE
415,204,1813,1814,,,0,Fort Union,DE
414,203,1794,,,,0,Fort at Wilmington,DE
417,206,1777,,,,0,Hokessin Encampment,DE
419,208,1809,1852,,,0,New Castle Arsenal,DE
418,207,1813,,,,0,New Castle Battery,DE
416,205,1861,1864,,,0,Wilmington Civil War Camps,DE
433,222,1861,1865,,,0,Confederate States,EA
432,221,1811,1814,,,0,East Florida,EA
428,217,1576,1630,,,0,England,EA
435,224,1808,1821,,,0,Jean Lafitte,EA
431,220,1799,1803,,,0,Muskogee,EA
434,223,1903,,,,0,Panama,EA
429,218,1638,1655,,,0,Sweden,EA
430,219,1783,,,,0,United States,EA
467,252,1704,1705,,,0,Abosaya Fort,FL
466,251,1770,,,,0,Alachua Prairie Trading House,FL
525,300,1942,1945,,,0,Anna Maria Radar Station,FL
498,276,1647,1651,,,0,Asile Ranch,FL
491,270,1862,,,,0,Camp Apalachicola,FL
462,247,1865,,,,0,Camp Baker,FL
478,262,1862,1864,,,0,Camp Baldwin,FL
464,249,1864,,,,0,Camp Beauregard,FL
514,292,1942,1946,,,0,Camp Belle Haven,FL
492,271,1861,,,,0,Camp Cobb,FL
474,258,1861,1863,,,0,Camp Cooper,FL
461,246,1864,,,,0,Camp Dickison,FL
479,263,1862,1865,,,0,Camp Finegan,FL
510,288,1942,1943,,,0,Camp Homestead,FL
455,240,1898,,,,0,Camp Lakeland,FL
