period_id,fort_id,start_year,end_year,period_type,period_notes,period_order,name_primary,state_territory
762,526,1723,1725,,,0,Fort St. Philippe,IL
752,516,,,,Unparsed: unknown date,0,Fort Sumter,IL
701,466,1811,,,,0,Fort Tazewell,IL
680,445,1832,,,,0,Fort Wilbourn,IL
676,441,1827,,,,0,Fort Winnebago,IL
721,486,1832,,,,0,Fort at Yellow Banks,IL
771,535,,,,Unparsed: unknown dates,0,Fort la Fourche,IL
777,541,1811,,,,0,Frank (Francis) Jordan's Fort,IL
735,500,1808,,,,0,George Moore's Blockhouse,IL
767,531,1806,,,,0,George Wilson's Fort,IL
765,529,1790,,,,0,Golden's Blockhouse,IL
692,457,1832,,,,0,Griffith's Fort,IL
688,453,1832,,,,0,Hannum's Fort,IL
736,501,1812,,,,0,Hartford Fort,IL
687,452,1832,,,,0,Hartzell's Fort,IL
708,473,1812,,,,0,Havana Fort,IL
746,510,1812,,,,0,Hayes' Blockhouse,IL
683,448,1832,,,,0,Henry Thomas' Fort,IL
725,490,1832,,,,0,Hezekan Spillman's Fort,IL
674,440,1818,,,,0,Hubbard's Fort,IL
675,440,1832,,,,1,Hubbard's Fort,IL
774,538,1809,,,,0,Hurst Blockhouse,IL
731,496,1811,,,,0,Illinois River Blockhouse,IL
726,491,1861,1862,,,0,Jacksonville Civil War Camps,IL
695,460,1832,,,,0,James Dever's Fort,IL
740,504,1811,,,,0,James Kirkpatrick's Fort,IL
693,458,1832,,,,0,Jesse Roberts' Fort,IL
682,447,1832,,,,0,Joel Doolittle's Fort,IL
782,545,1811,1815,,,0,John Greathouse's Fort,IL
713,478,1832,,,,0,John Gum's Fort,IL
749,513,1811,1830,,,0,John Hill's Fort,IL
685,450,1832,,,,0,John Leeper's Fort,IL
720,485,1832,,,,0,John Pence's Fort,IL
684,449,1832,,,,0,John Warnock's Blockhouse,IL
784,547,1810,,,,0,John Wood's Fort,IL
779,543,1812,,,,0,Jonathan Boone's Fort,IL
780,543,1814,,,,1,Jonathan Boone's Fort,IL
741,505,1810,,,,0,Joseph Bartlett's Blockhouse,IL
750,514,1812,,,,0,Journey's Fort,IL
667,433,1832,,,,0,Kellogg's Grove Fort,IL
711,476,1832,,,,0,Knoxville Fort,IL
764,528,1790,,,,0,Lemen's Blockhouse,IL
786,549,1810,,,,0,Levi Compton's Fort,IL
705,470,1832,,,,0,Little Vermilion Blockhouse,IL
745,509,1812,,,,0,Lofton's Blockhouse,IL
748,512,1800,,,,0,Lyndley's Fort,IL
703,468,1832,,,,0,Mackinaw Timber Fort,IL
717,482,1832,,,,0,Martin's Blockhouse,IL
712,477,1830,1832,,,0,McMurtry's Fort,IL
742,506,1812,,,,0,Milton Fort,IL
751,515,1812,,,,0,Nat Hill's Fort,IL
666,432,1831,,,,0,Oliver Kellogg's Fort,IL
722,487,1832,,,,0,Orr's Blockhouse,IL
737,502,1811,,,,0,Paul Beck's Blockhouse,IL
738,502,1831,,,,1,Paul Beck's Blockhouse,IL
699,464,1861,1864,,,0,Peoria Civil War Camps,IL
718,483,1832,,,,0,Peter Butler's Fort,IL
670,436,1832,,,,0,Plum River Blockhouse,IL
744,508,1812,1817,,,0,Preuitt's Blockhouse,IL
783,546,1811,,,,0,Ramsey's Fort,IL
776,540,1810,1815,,,0,Saline County Settler Forts,IL
789,552,1809,,,,0,Samuel Allison's Fort,IL
753,517,1812,,,,0,Silver Creek Fort,IL
728,493,1861,1866,,,0,Springfield Civil War Camps,IL
678,443,1812,,,,0,Starved Rock Fort,IL
743,507,1812,,,,0,Stockade Fort,IL
690,455,1832,,,,0,Strawn's Fort,IL
671,437,1832,,,,0,Thomas Crane's Fort,IL
791,554,1816,,,,0,Thomas Handy's Fort,IL
739,503,1811,,,,0,Thomas Kirkpatrick's Fort,IL
706,471,1917,1919,,,0,Urbana Army Ground School,IL
781,544,1812,1815,,,0,White County Settler Forts,IL
788,551,1812,,,,0,William Barney's Fort,IL
760,524,1793,,,,0,William Whiteside's Station,IL
734,499,1812,,,,0,Wood River Fort,IL
710,475,1832,,,,0,Wright's Fort,IL
864,626,1805,,,,0,(James ?) Shields' Trading Post,IN
862,624,1811,,,,0,Abraham Huff's Fort,IN
830,593,1812,,,,0,Ballow's Fort,IN
811,574,1810,,,,0,Benjamin Turman's Fort,IN
872,634,1810,,,,0,Blue River Camp,IN
850,612,1818,,,,0,Brook's Trading Post,IN
885,647,1812,,,,0,Buchanan's Station,IN
808,570,1898,,,,0,Camp Mount,IN
886,648,1811,,,,0,Capt. James McGuire's Fort,IN
797,560,1832,,,,0,Cedar Lake Fort,IN
878,640,1786,,,,0,Col. John Armstrong's Station,IN
854,616,1813,,,,0,Col. Samuel Burcham's Blockhouse,IN
836,599,1812,,,,0,Coleman's Fort,IN
834,597,1813,,,,0,David Flora's Fort,IN
839,601,1810,,,,0,David Robb's Fort,IN
884,646,1812,,,,0,Deputy Blockhouse,IN
817,580,1810,,,,0,Deshee River Fort,IN
794,557,1832,,,,0,Door Prairie Fort,IN
803,565,1820,,,,0,Durett's Trading Post,IN
821,584,1810,,,,0,Emison Blockhouse,IN
853,615,1810,,,,0,Flinn's Fort,IN
858,620,1812,,,,0,Fort Alexander,IN
840,602,1807,,,,0,Fort Archer,IN
809,572,1790,,,,0,Fort Atkinson,IN
812,575,,,,Unparsed: prehistoric,0,Fort Azatlan,IN
796,559,1832,,,,0,Fort Beane,IN
804,566,1811,,,,0,Fort Boyd,IN
845,607,1811,,,,0,Fort Branch,IN
820,583,1811,,,,0,Fort Bruce,IN
823,586,1812,1815,,,0,Fort Busseron,IN
848,610,1800,,,,0,Fort Butler,IN
826,589,1810,,,,0,Fort Chambers,IN
875,637,1810,,,,0,Fort Clark,IN
859,621,1812,,,,0,Fort Defiance,IN
798,561,1832,,,,0,Fort Donaldson,IN
846,608,1800,,,,0,Fort Farris,IN
843,605,1810,,,,0,Fort Gibson,IN
828,591,1810,,,,0,Fort Haddan,IN
841,603,1810,,,,0,Fort Hopkins,IN
835,598,1813,,,,0,Fort Jones,IN
816,579,1810,,,,0,Fort Lisman,IN
847,609,1801,,,,0,Fort McDonald,IN
800,563,1712,1763,,,0,Fort Miamis,IN
801,563,1778,1785,,,1,Fort Miamis,IN
825,588,1810,,,,0,Fort Polk,IN
874,636,1786,1797,,,0,Fort Steuben,IN
793,556,1673,,,,0,Fort Tassinong,IN
827,590,1810,,,,0,Fort Taylor,IN
849,611,1810,1815,,,0,French Lick Camp,IN
869,631,1800,,,,0,French Lick Trading Post,IN
802,564,1827,,,,0,Gamelin's Trading Post,IN
857,619,1810,,,,0,Graham's Fort,IN
813,576,1811,,,,0,Half-Way Fort,IN
883,645,1812,,,,0,Harbert's Fort,IN
832,595,1811,,,,0,Hawkins' Fort,IN
882,644,1812,,,,0,Henry Ristine's Blockhouse,IN
815,578,1810,,,,0,Holden's and Ingles' Blockhouse,IN
807,569,1846,,,,0,Indianapolis Camp,IN
860,622,1809,,,,0,James Hutchinson's Fort,IN
829,592,1813,,,,0,John Aikman's Fort,IN
852,614,1814,,,,0,John Bigger's Trading Post,IN
861,623,1811,,,,0,John Ketcham's Fort,IN
863,625,1811,,,,0,John Sage's Fort,IN
865,627,1811,,,,0,Joseph Maxwell's Fort,IN
799,562,1780,,,,0,LaBalme's Fort,IN
805,567,1797,,,,0,Lasselle's Trading Post,IN
814,577,1803,,,,0,Ledgerwood Blockhouse,IN
833,596,1811,,,,0,Lettsville Blockhouse,IN
868,630,1811,,,,0,Lick Creek Blockhouse,IN
866,628,1810,,,,0,Lost River Fort,IN
822,585,1810,,,,0,McClure's Fort,IN
867,629,1810,,,,0,Moore's Fort,IN
831,594,1813,,,,0,Palmer's Fort,IN
870,632,,,,Unparsed: prehistoric,0,Paoli Fort,IN
851,613,1800,,,,0,Port Williams Fort,IN
818,581,1812,,,,0,Purcell's Fort,IN
819,582,1810,,,,0,Rose's Fort,IN
879,641,1810,,,,0,Silver Creek Fort,IN
795,558,1832,,,,0,South Bend Fort,IN
856,618,1815,,,,0,Spring Mill Trading Post,IN
876,638,1810,,,,0,Springville Fort,IN
810,573,1810,,,,0,Stockade Fort,IN
844,606,1811,,,,0,Thomas Montgomery's Fort,IN
877,639,1800,,,,0,Tulley's Trading Post,IN
871,633,,,,Unparsed: prehistoric,0,Valeene Fort,IN
881,643,1812,,,,0,Vienna Fort,IN
873,635,1810,,,,0,Washington County Settler Forts,IN
837,600,1787,,,,0,White Oak Springs Fort,IN
838,600,1806,,,,1,White Oak Springs Fort,IN
855,617,1811,,,,0,White River Stockade,IN
824,587,1810,,,,0,Widner's Fort,IN
806,568,1802,,,,0,William Conner's Trading Post,IN
842,604,1810,,,,0,William Harrington's Stockade,IN
880,642,1812,,,,0,Zebulon Collings' Fort,IN
3621,3198,1862,,,,0,"A Chouteau family-operated trade post located on Potawatomie Creek.


Camp Halpine",KS
3602,3180,1855,1857,,,0,"A Federal cavalry post.


Fort Defiance",KS
3629,3206,1864,1865,,,0,"A Federal encampment at the Kickapoo Indian villages.


Fort Belmont",KS
3647,3224,1865,,,,0,"A Federal stockaded campsite on the west side of the Little Arkansas River at the Santa Fe Trail crossing.


Cow Creek Post",KS
3600,3178,1829,1832,,,0,"A Free-Staters' blockhouse during the Wakarusa War of December 1855.  Located about five miles southwest of town on the Wakarusa River.


Horseshoe Lake Post",KS
3612,3189,1857,,,,0,"A Free-Staters' fortified log cabin located at the present-day Central Elementary School at 401 New Jersey Ave..


Camp Marysville",KS
3596,3174,1862,,,,0,"A Free-Staters' stone-walled stronghold located at the present-day Kansas University campus on the eastern side of Mount Oread.  Wooden buildings built here afterwards were burned by Confederate raiders in August 1863.


Camp Ewing",KS
3582,3162,1818,1820,,,0,"A Free-Staters' stronghold on the Lane Trail.  The community, once located a few miles south of 
Plymouth
, no longer exists.  
See also
 
The Lane Trail
 from The Civil War Muse.com


Camp Martin",KS
3583,3162,1826,1832,,,1,"A Free-Staters' stronghold on the Lane Trail.  The community, once located a few miles south of 
Plymouth
, no longer exists.  
See also
 
The Lane Trail
 from The Civil War Muse.com


Camp Martin",KS
3581,3161,1856,,,,0,"A Free-Staters' stronghold on the Lane Trail.  The community, once located three miles south of the state line, no longer exists.  
See also
 
The Lane Trail
 from The Civil War Muse.com


Lexington Fort",KS
3604,3182,1856,,,,0,"A Pro-Slavers' log fort captured and burned by Free-Staters in August 1856.  Located about four miles southeast of town on a bluff on the east bank of Washington Creek.


Fort Titus",KS
3611,3188,1832,1845,,,0,"A Spanish-American War state muster camp located at the old Fairgrounds at 17th Street and Topeka Ave., now the Kansas Expocenter.


Mission Creek Post",KS
3628,3205,1858,,,,0,"A Union post consisting of Kansas Volunteers and other state militia troops.


Camp at Kickapoo",KS
3635,3212,1862,,,,0,"A Union post made of logs and sod-covered earthworks.  Originally a field encampment named 
Camp Baxter Springs
 until enlarged and renamed in 1863.  Also called 
Fort Baxter
.  Other named encampments in the vicinity were 
Camp Little Five Mile",KS
3597,3175,1862,,,,0,"A Union training and recruiting post.




Camp Stanton",KS
3633,3210,1871,,,,0,"A blockhouse occupied by pro-slavery forces.  They were attacked and defeated by free-state forces.  The blockhouse was built adjacent to the town's post office.


Camp Limestone",KS
3666,3241,1867,,,,0,"A fortified Butterfield stage station located on Fossil Creek, just south of the later",KS
3626,3203,1861,1864,,,0,"A fortified log cabin built by Free-Staters on the north side of the Little Osage River, about one mile west of town.  Also known as 
Capt. Oliver Bain's Fort
.


Fort Lincoln",KS
3675,3250,1865,1867,,,0,"A fortified stage station, aka 
Downer's Station
, located south of town on Downer Creek.  It was burned by Indians in 1867, but was not formally abandoned as a military post until the next summer.  Cellar holes and a ruined stone wall still remain on private property.


Fortified Butterfield Stage Stations",KS
3670,3245,1859,,,,0,"A hastily built log stockade erected by settlers on the property of John Bissell.  It was never attacked by Indians.  The original site is located three miles from town on Bissell Creek.  A not-entirely correct replica has been built around two original-period settler log cabins, located one-half mile west of town.


Camp Van Dorn",KS
3631,3208,1871,,,,0,"A local militia fort.


Camp Drywood",KS
3642,3219,1867,,,,0,"A local militia log blockhouse on the property of George Brooks.


Camp Hoffman",KS
3657,3233,1885,,,,0,"A log and adobe stockade supply post located on the north bank of the Arkansas River.  It was repaired and enlarged in 1848.  Discontinued when Fort Atkinson was built.


Fort Protection",KS
3606,3184,1856,,,,0,"A reference to the fortified town as a whole, not to a specific individual structure per se.  The town was declared the territorial capital by the Pro-Slavers in 1855.


Camp Sackett",KS
3658,3234,1870,1876,,,0,"A settlers' dirt and sod fort for protection against a Cheyenne Indian scare.


Cimarron Redoubt",KS
3641,3218,1864,,,,0,"A settlers' fort near the town for protection against Indian attacks.  Exact location undetermined.


Fort Brooks",KS
3644,3221,1869,1870,,,0,"A settlers' stockade enclosing several houses, once located 1.5 miles south of town on the Solomon River at the mouth of Lindsey Creek.  Also known as 
Fort Podunk
 and 
Camp on the Solomon River
.  It was never attacked.


Camp Pliley",KS
3645,3222,1864,1873,,,0,"A state militia stockaded blockhouse and Officers' quarters located on Spillman Creek, built for the protection of the local settlers against Indian attacks.  It was never attacked.  After it was abandoned, it was burned down during a prairie fire in 1872.


Fort Harker",KS
3652,3229,1885,,,,0,"A temporary Army camp during Cheyenne Indian troubles.


New Kiowa Post",KS
3671,3246,1857,,,,0,"A temporary Army encampment also known as 
Camp on Prairie Dog Creek
.


Fort Floyd",KS
3674,3249,1867,1868,,,0,"A temporary Army encampment located one mile west of town, protecting Union Pacific Railroad workers.


Fort Downer",KS
3613,3190,1854,1881,,,0,"A temporary Army encampment near the 
Oto Indian Agency",KS
3672,3247,1866,1868,,,0,"A temporary Army encampment within improvised earthen walls, about 50 feet square, located somewhere along the North Fork Solomon River.  Exact location undetermined.


Lookout Station",KS
3648,3225,1868,1869,,,0,"A temporary Army post located at the Cow Creek Crossing of the Santa Fe Trail.


Camp Wichita",KS
3634,3211,1871,,,,0,"A temporary Army post located on Limestone Creek to protect the railroad south of Fort Scott.


Camp Columbus",KS
3651,3228,1885,,,,0,"A temporary Army post protecting the Indian Territory border from white squatters and outside Indian intruders.


Crisfield Post",KS
3632,3209,1856,,,,0,"A temporary Army post to protect the railroad south of Fort Scott.


Fort Franklin",KS
3622,3199,1861,,,,0,"A temporary Civil War encampment.


Miami Valley Post",KS
3592,3170,1828,1833,,,0,"A temporary Federal encampment near the Methodist mission.  The restored mission is located at 3403 West 53rd Street.


Kansas River Post",KS
3665,3240,1865,1867,,,0,"A temporary sod dugout fortification large enough to hold 300 men.  Originally called 
Camp Wyncoop
.  It was abandoned before any real construction took place.  It was later re-established and then renamed.  Located at the head of Spring Creek four miles east of town.  Traces of soil depressions still remain on private property.


Fossil Creek Station",KS
3593,3171,1828,1855,,,0,"A trade post built by François Chouteau, son of Pierre Chouteau Sr., located on the south bank of the Kansas River about six miles west of the present state line and about one mile north of 
Turner
.


Shawnee Post",KS
3640,3217,1862,1863,,,0,"A two-story log blockhouse on a bluff overlooking the Republican River and the military trail from Fort Riley to Fort Kearny, NE.  It was garrisoned by the local militia and settlers intermittently after the Army withdrew in 1868.  Site located about two miles below the state border.  No remains.


Fort Clifton",KS
3607,3185,1868,,,,0,"Also called 
Fort Folly
.  It was a roofless log stockade built by civilians for protection from Confederate raiders.  It was never attacked.  It was left standing for several years before it was dismantled.  A plaque embedded in the sidewalk at 6th Street and Kansas Avenue marks the location.


Camp Crawford",KS
3654,3231,1850,1854,,,0,"Another website
 from Santa Fe Trail Research.com


Fort Atkinson",KS
3655,3231,1865,,,,1,"Another website
 from Santa Fe Trail Research.com


Fort Atkinson",KS
3681,3256,1865,1882,,,0,"Archaeological stone and adobe ruins located here on Ladder Creek are the northernmost known Indian pueblo in North America, and the only one known in Kansas.  A group of Picuris Indians fled Spanish rule in New Mexico in 1696, and evaded the Spanish for ten years before the Spanish found them and brought them back.  It is believed that these Indians most likely built the pueblo at that time, although it is known that a group of Taos Indians had previously arrived here in 1664 and lived here for about 15 years with the Plains Apache before Spanish troops returned them to New Mexico.  The pueblo was abandoned after 1706, but was occassionally used by Spanish troops or French traders as a temporary frontier outpost until the 1730's.  The ruins were not known to Anglo-American pioneers.  The ruins were rediscovered in 1889, confirmed in 1898, and later became part of Lake Scott State Park in the 1960's.  The 
El Quartelejo Museum
, operated by the Scott County Historical Society, is located 13 miles south in 
Scott City
 at 902 West 5th Street.


Fort Wallace",KS
3662,3238,1816,,,,0,Auguste Pierre Chouteau's Fort,KS
3667,3242,1865,1867,,,0,Big Creek Station,KS
3638,3215,1823,1825,,,0,Bill Williams' Post,KS
3637,3214,1863,,,,0,Camp Ben Butler,KS
3618,3195,1856,,,,0,Camp Bull Creek,KS
3650,3227,1884,1885,,,0,Camp Caldwell,KS
3584,3163,1744,1759,,,0,"Camp Croghan
, and abandoned in 1832.  The site was again briefly garrisoned by troop detachments in 1847, 1856, and 1861.


Fort de Cavagnial",KS
3585,3163,1764,,,,1,"Camp Croghan
, and abandoned in 1832.  The site was again briefly garrisoned by troop detachments in 1847, 1856, and 1861.


Fort de Cavagnial",KS
3636,3213,1863,,,,0,Camp Joe Hooker,KS
3669,3244,1865,,,,0,Camp Kirwan,KS
3598,3176,1864,,,,0,Camp Lookout,KS
3580,3160,1856,,,,0,"Camp Moon


Plymouth Fort
 |

Potawatomie Creek Post
 | 

Fort Riley
 |

Fort Roach
 |

Fort Row
 |

Camp Sackett


Camp Sanger
 |

Fort Saunders
 | 

Camp Scott
 |

Fort Scott
 |

Shawnee Post


Camp at Shawnee Mission
 |

Fort Simple
 |

Post of Southeastern Kansas
 |

Camp Stanton


Camp Sully
 |

Fort Sully
 |

Camp Thompson
 | 

Fort Titus
 |

Post at Topeka
 | 

Fort de la Trinité


Fort Ulysses
 |

Fort Village
 | 

Fort Wakarusa
 |

Wea Post
 |

Camp Whitside
 |

Williams' Post




Western Kansas - page 2




KANSAS FORTS NETWORK


OLD WEST KANSAS FORTS




FORT WIKI - KANSAS


Last Update: 08/JULY/2019




Compiled by Phil and Pete Payette - ©2019 American Forts Network


Plymouth Fort",KS
3673,3248,1867,,,,0,Camp Ogallah,KS
3590,3168,1858,,,,0,Camp Thompson,KS
3659,3235,1864,1873,,,0,Cimarron Springs Station,KS
3608,3186,1857,,,,0,"Created by and named after the then state governor after declaring a state of emergency during Indian troubles.  The two legislative halls in the old state house were initially used as barracks for the volunteer force until a large tent camp extended from 2nd to 5th Streets.


Post at Topeka",KS
3609,3186,1883,,,,1,"Created by and named after the then state governor after declaring a state of emergency during Indian troubles.  The two legislative halls in the old state house were initially used as barracks for the volunteer force until a large tent camp extended from 2nd to 5th Streets.


Post at Topeka",KS
3594,3172,1833,1847,,,0,"Delaware Post
)",KS
3601,3179,1840,1850,,,0,Fort Clinton,KS
3630,3207,1861,1862,,,0,Fort Row,KS
3643,3220,1864,1865,,,0,Fort Solomon,KS
3599,3177,1855,,,,0,Fort Wakarusa,KS
3595,3173,1822,1827,,,0,Four Houses,KS
3676,3251,1865,1866,,,0,"Gove
, destroyed by Cheyenne Indians in 1867), 
Carlysle Station",KS
3649,3226,1864,,,,0,James Mead's Trading Post,KS
3586,3164,1833,1846,,,0,Kickapoo Post,KS
3680,3255,,1696,,Ambiguous: 1664/1696,0,"Lake Scott State Park
)",KS
3589,3167,1857,1858,,,0,"Located here, or near here, were other temporary posts which included 
Camp Bateman",KS
3663,3239,1864,,,,0,"Located on ""Chouteau's Island"" in the Arkansas River, just west of town.  It was a temporary ""redoubt"" made from the fur traders' baggage train when a large group of Pawnees suddenly attacked the party in August 1816.  The island no longer exists, but the general location is marked on the Santa Fe National Historic Trail.


Fort Aubrey",KS
3664,3239,1865,1866,,,1,"Located on ""Chouteau's Island"" in the Arkansas River, just west of town.  It was a temporary ""redoubt"" made from the fur traders' baggage train when a large group of Pawnees suddenly attacked the party in August 1816.  The island no longer exists, but the general location is marked on the Santa Fe National Historic Trail.


Fort Aubrey",KS
3678,3253,1865,1868,,,0,"McAllaster
).


Fort Monument",KS
3624,3201,1856,1858,,,0,"Mound City Historical Park
)",KS
3661,3237,1864,,,,0,"North Redoubt
.  Almost identical in design and size as the Cimarron Redoubt to the south.  Earthen remains still exist on private property.


Crossing of the Arkansas Station",KS
3679,3254,1865,1867,,,0,"Oakley
.  Also known as 
Fort Pyramid
.  This was a fortified Butterfield stage station, aka 
Monument Station
.  The garrison was withdrawn when the Indian threat diminished.


Monument Springs Post",KS
3646,3223,1866,,,,0,"Originally located three miles east of 
Ellsworth
 on the north bank of the Smoky Hill River, and known as 
Fort Ellsworth
 until 1866.  It was moved in 1867 one mile northeast to its present site, with new stone structures.  It protected the Santa Fe Trail and the Kansas Pacific Railroad, and also served as a supply depot.  Site opened to settlers in 1880.  Many buildings still exist as private residences, however most of the original grounds is private property.  The Ellsworth County Historical Society operates a museum in the former Guardhouse.


Camp Grierson",KS
3653,3230,1868,,,,0,"Originally named 
Camp on Pawnee Fork
 until January 1860, then moved 2.5 miles west and was renamed 
Camp Alert
.  Later in May 1860 it was renamed again.  From 1861 to 1868 the post was an Indian Agency for the Arapaho, Cheyenne, Kiowa and Commanche.  Became a rendezvous point for the Santa Fe Trail wagon trains after 1864.  A blockhouse was built in 1865 and the post was surrounded by an earthen breastwork.  In 1868-69 the post buildings were rebuilt from adobe to stone.  The blockhouse was torn down sometime after 1886.  There are ten restored buildings around the original parade ground.  Admission fee.  
1957 Kansas Historical Quarterly article


Fort Coon",KS
3682,3257,1865,1866,,,0,"Originally named 
Camp on Pond Creek
 after the nearby stage station.  It was renamed in 1866.  It was attacked by Cheyenne Indians in 1867.  The fort was later abandoned.  No remains except the Post Cemetery and traces of building foundations.  Stone from the several buildings was later taken away by settlers for use throughout the county.  The site is on private property on Pond Creek at the South Fork Smoky Hill River, two miles southeast of town.  
Another website
 from Santa Fe Trail Research.com  ||  
1977 Kansas Historical Quarterly article


Pond Creek Station",KS
3616,3193,1917,1920,,,0,"Pawnee Flats
 for field maneuvers.  
Camp Funston",KS
3615,3192,1902,1903,,,0,"Pawnee Flats
, which is now within the modern military reservation.  The original two-story stone building still stands.  
Camp Sanger",KS
3623,3200,1834,1861,,,0,Pierre Chouteau Jr.'s Trading Post,KS
3627,3204,1862,,,,0,"Post of Southeastern Kansas
, to stop settlers from settling on Cherokee lands in Indian Territory, and to guard railroad construction crews.  Many of the original buildings have been restored or reconstructed.  The Headquarters House was restored in 1939.  The former parade ground is now Carroll Plaza.  The National Cemetery was established in 1862.



Located nearby in 1858 was 
Camp Cuyler
, which lasted only one month.  Also located nearby in late 1864 was 
Camp McKean
, a temporary encampment occupied by Wisconsin cavalry.


Fort Humboldt",KS
3620,3197,1843,,,,0,Potawatomie Creek Post,KS
3614,3191,1855,,,,0,"Previously called 
Camp Center
 due to being located near the geographical center, at the time, of the United States.  It was also called 
Camp Moon
, and given its current name in 1853.  It was built to protect eastern segments of the Santa Fe and Oregon Trails.  Permanent stone buildings were constructed beginning in 1855.  In 1891 the fort became a cavalry and field artillery school.  Located here is the U.S. Army Cavalry Museum.



The second territorial capital",KS
3587,3165,1827,,,,0,"Previously called 
Cantonment Leavenworth
, the palisaded fort was built to protect eastern segments of the Santa Fe and Oregon Trails, and became the main supply depot for all other western posts.  The post was briefly occupied by Kickapoo Indians in the summer of 1829, and was given its current name in 1832.  This is the oldest continually active American military post west of the Mississippi River.  This was also the first permanent white settlement in the state, and once served briefly as the territorial capital in 1854.  Remnants of a loopholed stone wall",KS
3603,3181,1856,,,,0,"Probably located somewhere along the Wakarusa River.  It was kept in use for several years, but was abandoned before the Civil War broke out.


Fort Saunders",KS
3617,3194,1845,1852,,,0,"Republican Flats
) in 1940 and was used for the Cavalry Replacement Training Center after 1941.


1957 Kansas Historical Quarterly article - part 1
  ||  
1958 Kansas Historical Quarterly article - part 2


Council Grove Post",KS
3677,3252,1865,1866,,,0,"Russell Springs
) a circular sod dugout, 
Russell Springs Station",KS
3588,3166,1983,,,,0,"See also
 
A Brief History of Fort Leavenworth",KS
3591,3169,1857,,,,0,"Shawnee Mission State Historic Site
)",KS
3656,3232,1847,1850,,,0,"Sodom
), and also 
Fort Expedient
.   The post was rebuilt with adobe in 1851, and renamed 
New Post on the Arkansas
 or 
Fort Sumner
, then renamed again.  It was temporarily occupied as an Army campsite in 1865.  No remains.  A concrete marker on US 50 marks location.  
1974 Kansas Historical Quarterly article


Fort Mann",KS
3668,3243,1865,1889,,,0,"State Historical Site
)",KS
3610,3187,1898,,,,0,"Temporary Army garrisons were maintained within the city.


Camp Leedy",KS
3605,3183,1855,1856,,,0,"Territorial Capital Museum
.


Fort Lecompton",KS
3625,3202,1857,1858,,,0,"The fortified two-story log cabin of Free-Stater Col. James Montgomery, located about five miles west of town.  Replica cabin built in 2000 at the 
Mound City Historical Park
, located at 700 Main Street.


Fort Bain",KS
3639,3216,1814,1837,,,0,"The town was originally named after its founder J.N. Roach, who wanted the railroad to come through here.  There was no actual ""Fort Roach"".  Located just south of the Neosho County line near 
Parsons
.


Paul Liguest Chouteau's Post",KS
3660,3236,1870,1876,,,0,"Two earthen redoubts were built here at 
Upper Cimarron Springs
 and 
Lower Cimarron Springs
 to protect the stage station.


Bear Creek Redoubt",KS
3619,3196,1832,,,,0,William Meyers' Post,KS
937,699,1861,1862,,,0,Bacon Creek Stockade,KY
896,658,1862,1865,,,0,Bardstown Junction Fort,KY
897,659,1862,1865,,,0,Belmont Fort,KY
946,708,1861,1862,,,0,Camp Allen,KY
928,690,1861,,,,0,Camp Andy Johnson,KY
943,705,1861,,,,0,Camp Boyle,KY
927,689,1861,,,,0,Camp Buckner,KY
923,685,1860,,,,0,Camp Buell,KY
914,676,1861,,,,0,Camp Charity,KY
912,674,1860,,,,0,Camp Coffey,KY
887,649,1860,,,,0,Camp Collins,KY
909,671,1861,1862,,,0,Camp Dick Robinson,KY
925,687,1860,,,,0,Camp Finnell,KY
900,662,1861,1862,,,0,Camp Frazer,KY
920,682,1860,,,,0,Camp Gill,KY
913,675,1860,,,,0,Camp Harwood,KY
935,697,1863,1865,,,0,Camp Haycraft,KY
924,686,1860,,,,0,Camp Hopeless Chase,KY
933,695,1863,,,,0,Camp Jo Daviess,KY
945,707,1861,,,,0,Camp Joe Underwood,KY
890,652,1861,,,,0,Camp Kenton,KY
915,677,1860,,,,0,Camp Lytle,KY
904,666,1860,,,,0,Camp Madison,KY
911,673,1860,,,,0,Camp Moody,KY
944,706,1861,,,,0,Camp Northwest,KY
939,701,1860,,,,0,Camp Owens,KY
888,650,1861,,,,0,Camp Owenton,KY
926,688,1862,,,,0,Camp Pound Gap,KY
950,712,1861,,,,0,Camp Secession,KY
918,680,1861,1862,,,0,Camp Swigert,KY
921,683,1860,,,,0,Camp Wadsworth,KY
941,703,1860,,,,0,Camp Ward,KY
934,696,1861,,,,0,Camp Washington,KY
936,698,1861,1862,,,0,Camp Wickliffe,KY
930,692,1903,,,,0,Camp Young,KY
894,656,1864,1865,,,0,Civil War Defenses of Louisville,KY
949,711,1861,1864,,,0,Civil War Defenses of Paducah,KY
938,700,1863,1864,,,0,Cumberland River Forts,KY
953,715,,,,Unparsed: unknown dates,0,Fort Bayou du Chien Mounds,KY
952,714,1861,1864,,,0,Fort Beauregard,KY
919,681,1864,1865,,,0,Fort Bishop,KY
948,710,,,,Unparsed: unknown dates,0,Fort Bluff,KY
932,694,1862,1865,,,0,Fort Boyle,KY
907,669,1863,1865,,,0,Fort Bramlette,KY
908,670,1862,1865,,,0,Fort Brannaum,KY
940,702,1864,,,,0,Fort Breckinridge,KY
895,657,1862,1865,,,0,Fort DeWolf,KY
951,713,1861,1864,,,0,Fort Holt,KY
905,667,1863,1865,,,0,Fort Hutchinson,KY
931,693,1862,1865,,,0,Fort Jones,KY
893,655,1781,1780,,,0,Fort Nelson,KY
